OffsetValue	AccumulatedValue	Overflow
-300	-101898
-200	-17203
-100	58243
0	151030
100	243866
200	320290
300	404294

-100	58193
-90	67154
-80	76208
-70	85282
-60	94555
-50	103834
-40	113121
-30	122601
-20	132043
-10	141508
0	151009
10	160386
20	169859
30	179282
40	188688
50	198031
60	207347
70	216684
80	225814
90	234822
100	243833

0	150997
1	151890
2	152849
3	153790
4	154693
5	155675
6	156676
7	157676
8	158566
9	159462
10	160393
11	161359
12	162268
13	163252
14	164216
15	165191
16	166098
17	167017
18	167959
19	168913
20	169836
GNDAccumulatedData	155759	MinAccumulatedData	155675	MinDCOffsetValue	5
