Amp	Real	Quad	Magnitude	Phase	Overflow
0	1365	3085	3373.49	1.15423	0
100	1065	2813	3007.86	1.20887	0
200	678	2120	2225.78	1.26126	0
300	320	1426	1461.46	1.35005	0
400	21	722	722.305	1.54172	0
500	-153	-146	211.483	-2.3796	0
600	-409	-919	1005.9	-1.98953	0
700	-811	-1503	1707.84	-2.06561	0
800	-1304	-2076	2451.57	-2.13164	0
900	-1822	-2653	3218.4	-2.17259	0
1000	-2372	-3241	4016.28	-2.20259	0
SourceAmp:	508	MinSinkAmp:	500	MinMagnitude:	211.483

Amp	Real	Quad	Magnitude	Phase	Overflow
400	-579	958	1119.38	2.11443	0
410	4	630	630.013	1.56445	0
420	-14	545	545.18	1.59648	0
430	-30	459	459.979	1.63606	0
440	-48	370	373.101	1.69981	0
450	-65	283	290.369	1.79656	0
460	-79	193	208.543	1.95932	0
470	-91	92	129.402	2.35073	0
480	-103	-8	103.31	-3.06408	0
490	-115	-106	156.4	-2.3969	0
500	-128	-205	241.68	-2.12896	0
510	-139	-302	332.453	-2.00215	0
520	-151	-399	426.617	-1.93258	0
530	-168	-487	515.163	-1.90298	0
540	-185	-566	595.467	-1.88671	0
550	-205	-647	678.7	-1.87764	0
560	-233	-709	746.304	-1.88831	0
570	-264	-766	810.217	-1.90269	0
580	-296	-822	873.67	-1.91644	0
590	-332	-879	939.609	-1.93193	0
600	-369	-937	1007.04	-1.94596	0
SourceAmp:	508	MinSinkAmp:	480	MinMagnitude:	103.31

Amp	Real	Quad	Magnitude	Phase	Overflow
470	-183	225	290.024	2.25361	0
471	-92	82	123.24	2.4136	0
472	-93	72	117.614	2.48279	0
473	-94	62	112.606	2.55852	0
474	-95	51	107.824	2.64891	0
475	-97	41	105.309	2.74169	0
476	-98	34	103.73	2.80765	0
477	-99	23	101.637	2.91332	0
478	-100	13	100.841	3.01232	0
479	-101	3	101.045	3.1119	0
480	-103	-9	103.392	-3.05444	0
481	-104	-18	105.546	-2.97021	0
482	-105	-28	108.669	-2.88099	0
483	-107	-38	113.547	-2.80035	0
484	-108	-46	117.388	-2.73894	0
485	-109	-56	122.544	-2.667	0
486	-110	-67	128.798	-2.59452	0
487	-111	-76	134.525	-2.54122	0
488	-112	-87	141.82	-2.48117	0
489	-113	-97	148.923	-2.43224	0
490	-114	-106	155.666	-2.39254	0
SourceAmp:	508	MinSinkAmp:	478	MinMagnitude:	100.841

