	None0	
CoarseR0	736.980481591063	
CoarseR10	987.7077684354365	
CoarseR20	1256.2972547414836	
CoarseR30	1550.9910189333293	
CoarseR40	1876.7007460965622	
CoarseR50	2237.5838110737727	
CoarseR60	2642.2815008006796	
CoarseR70	3098.286838413942	
CoarseR80	3609.9909761512567	
CoarseR90	4201.21743004013	
CoarseR100	4880.824690896633	
CoarseR110	5670.050051729441	
CoarseR120	6601.36609490873	
CoarseR130	7722.189173485327	
CoarseR140	9095.649868652545	
CoarseR150	10798.091720236607	
CoarseR160	12977.912667227078	
CoarseR170	15860.52237408725	
CoarseR180	19867.020315600676	
CoarseR190	26019.413407182077	
CoarseR200	35936.83909157161	
CoarseR210	55077.6997841754	
CoarseR220	112253.17335636218	
CoarseR230	1734880.7027761599	
CoarseR240	141300.7618631237	
CoarseR250	69343.74841233552	
MaxRout:	1734880.7027761599	CoarseR:	230	None:	0

	None0	
CoarseR220	110229.1643486707	
CoarseR221	123806.60024442842	
CoarseR222	137591.1227469236	
CoarseR223	155434.78260869565	
CoarseR224	178667.56956414678	
CoarseR225	216643.4420341905	
CoarseR226	253833.47280334728	
CoarseR227	338517.3246850912	
CoarseR228	439846.4373163565	
CoarseR229	701203.2564875338	
CoarseR230	1667777.8192506882	
CoarseR231	3966738.598442714	
CoarseR232	1090809.8699546068	
CoarseR233	564203.1135705881	
CoarseR234	383612.2833826446	
CoarseR235	303043.99055996566	
CoarseR236	240347.35815469816	
CoarseR237	205867.92795324925	
CoarseR238	175469.24358480464	
CoarseR239	155696.08959925958	
CoarseR240	141300.7618631237	
MaxRout:	3966738.598442714	CoarseR:	231	None:	0

	None0	
FineR0	87952.60726764833	
FineR10	155410.9682713348	
FineR20	242385.05658453467	
FineR30	341089.8225726959	
FineR40	474191.2592122989	
FineR50	701284.3334833395	
FineR60	893459.1248346271	
FineR70	1348773.7641868708	
FineR80	1667692.2107621226	
FineR90	2434549.0182710662	
FineR100	4082166.209105468	
FineR110	1.2556426962337205E7	
FineR120	1.1593296488946684E7	
FineR130	3964981.981981982	
FineR140	3963225.978647687	
FineR150	2390331.7901234566	
FineR160	2261147.927115739	
FineR170	1711044.681464399	
FineR180	1332647.9568926808	
FineR190	1710559.0256089943	
FineR200	1332305.4037871417	
FineR210	1291928.561057064	
FineR220	1291928.561057064	
FineR230	1291593.4436941843	
FineR240	1063528.921172989	
FineR250	1291258.350275922	
MaxRout:	1.2556426962337205E7	FineR:	110	None:	0

	None0	
FineR100	1.2627847487615004E7	
FineR101	1.2627847487615004E7	
FineR102	3728908.330720184	
FineR103	9768473.713033954	
FineR104	1.2637076160113355E7	
FineR105	9768473.713033954	
FineR106	1.2718761140819965E7	
FineR107	1.5764235969951391E7	
FineR108	1.5764235969951391E7	
FineR109	1.808534279918864E7	
FineR110	1.1526385585003233E7	
FineR111	1.1526385585003233E7	
FineR112	1.1526385585003233E7	
FineR113	1.2655594604188854E7	
FineR114	1.1526385585003233E7	
FineR115	1.1515119509043928E7	
FineR116	1.1515119509043928E7	
FineR117	1.1515119509043928E7	
FineR118	1.1515119509043928E7	
FineR119	1.1515119509043928E7	
FineR120	1.1515119509043928E7	
MaxRout:	1.808534279918864E7	FineR:	109	None:	0

