Amp	Real	Quad	Magnitude	Phase	Overflow
0	-3013	-96	3014.53	-3.10974	0
100	-2931	31	2931.16	3.13102	0
200	-2674	95	2675.69	3.10608	0
300	-2070	79	2071.51	3.10345	0
400	-1400	52	1400.97	3.10447	0
500	-723	24	723.398	3.10841	0
600	-35	-3	35.1283	-3.05609	0
700	654	-28	654.599	-0.0427873	0
800	1341	-53	1342.05	-0.0395022	0
900	2028	-77	2029.46	-0.0379502	0
1000	2719	-100	2720.84	-0.0367617	0
SourceAmp:	607	MinSinkAmp:	600	MinMagnitude:	35.1283

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-659	13	659.128	3.12187	0
510	-653	22	653.37	3.10791	0
520	-585	19	585.308	3.10913	0
530	-515	16	515.248	3.11053	0
540	-447	13	447.189	3.11252	0
550	-378	11	378.16	3.1125	0
560	-308	8	308.104	3.11562	0
570	-239	5	239.052	3.12068	0
580	-174	3	174.026	3.12435	0
590	-104	0	104	3.14159	0
600	-33	-3	33.1361	-3.05093	0
610	37	-6	37.4833	-0.160763	0
620	104	-8	104.307	-0.0767719	0
630	173	-11	173.349	-0.0634983	0
640	241	-14	241.406	-0.0580261	0
650	311	-16	311.411	-0.0514016	0
660	379	-19	379.476	-0.05009	0
670	449	-21	449.491	-0.0467365	0
680	519	-24	519.555	-0.0462099	0
690	588	-27	588.62	-0.0458861	0
700	656	-29	656.641	-0.0441786	0
SourceAmp:	607	MinSinkAmp:	600	MinMagnitude:	33.1361

Amp	Real	Quad	Magnitude	Phase	Overflow
590	-100	-1	100.005	-3.13159	0
591	-96	0	96	3.14159	0
592	-88	-1	88.0057	-3.13023	0
593	-82	-1	82.0061	-3.1294	0
594	-75	-1	75.0067	-3.12826	0
595	-68	-2	68.0294	-3.11219	0
596	-63	-2	63.0317	-3.10986	0
597	-56	-2	56.0357	-3.10589	0
598	-48	-2	48.0416	-3.09995	0
599	-41	-3	41.1096	-3.06855	0
600	-34	-3	34.1321	-3.05359	0
601	-27	-3	27.1662	-3.03094	0
602	-19	-4	19.4165	-2.9341	0
603	-12	-4	12.6491	-2.81984	0
604	-7	-4	8.06226	-2.62245	0
605	0	-4	4	-1.5708	0
606	8	-5	9.43398	-0.558599	0
607	15	-5	15.8114	-0.321751	0
608	23	-5	23.5372	-0.214061	0
609	29	-6	29.6142	-0.204018	0
610	37	-6	37.4833	-0.160763	0
SourceAmp:	607	MinSinkAmp:	605	MinMagnitude:	4

