OffsetValue	AccumulatedValue	Overflow
-300	-125908
-200	-35878
-100	54144
0	144380
100	234671
200	324717
300	414629

-100	54106
-90	63190
-80	72218
-70	81170
-60	90308
-50	99285
-40	108309
-30	117366
-20	126421
-10	135387
0	144391
10	153410
20	162405
30	171414
40	180490
50	189523
60	198508
70	207623
80	216606
90	225590
100	234646

0	144353
1	145284
2	146210
3	147085
4	147968
5	148866
6	149795
7	150680
8	151581
9	152503
10	153408
11	154323
12	155219
13	156105
14	157001
15	157892
16	158791
17	159682
18	160608
19	161487
20	162379
GNDAccumulatedData	153589	MinAccumulatedData	153408	MinDCOffsetValue	10
