OffsetValue	AccumulatedValue	Overflow
-300	-110335
-200	-22145
-100	66791
0	155939
100	244752
200	333197
300	420578

-100	66717
-90	75795
-80	84685
-70	93478
-60	102545
-50	111434
-40	120180
-30	129247
-20	138102
-10	146866
0	155917
10	164964
20	173614
30	182475
40	191539
50	200254
60	209111
70	218108
80	226836
90	235704
100	244691

0	155862
1	156801
2	157666
3	158575
4	159459
5	160393
6	161289
7	162209
8	163108
9	163977
10	164874
11	165806
12	166731
13	167641
14	168541
15	169405
16	170015
17	170914
18	171799
19	172653
20	173558
GNDAccumulatedData	162798	MinAccumulatedData	163108	MinDCOffsetValue	8
