Amp	Real	Quad	Magnitude	Phase	Overflow
0	2021	3837	4336.7	1.08601	0
100	1523	3798	4091.98	1.18943	0
200	1124	3041	3242.08	1.21675	0
300	741	2287	2404.05	1.25746	0
400	387	1533	1581.09	1.32352	0
500	92	785	790.373	1.45413	0
600	-140	-20	141.421	-2.9997	0
700	-446	-774	893.304	-2.09355	0
800	-928	-1387	1668.82	-2.16046	0
900	-1439	-2002	2465.51	-2.19402	0
1000	-1963	-2595	3253.83	-2.21842	0
SourceAmp:	557	MinSinkAmp:	600	MinMagnitude:	141.421

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-587	1127	1270.71	2.05099	0
510	72	705	708.667	1.46902	0
520	50	624	626	1.49084	0
530	35	531	532.152	1.50498	0
540	20	437	437.457	1.52506	0
550	6	343	343.052	1.55331	0
560	-8	247	247.13	1.60317	0
570	-21	149	150.473	1.71081	0
580	-36	59	69.1158	2.11866	0
590	-52	-31	60.5392	-2.60401	0
600	-71	-122	141.156	-2.09785	0
610	-91	-207	226.119	-1.98498	0
620	-119	-277	301.48	-1.97656	0
630	-152	-340	372.43	-1.9912	0
640	-187	-402	443.366	-2.0062	0
650	-225	-464	515.675	-2.0223	0
660	-264	-525	587.64	-2.03673	0
670	-305	-588	662.396	-2.0493	0
680	-348	-649	736.414	-2.06299	0
690	-391	-710	810.544	-2.07418	0
700	-436	-772	886.612	-2.08491	0
SourceAmp:	557	MinSinkAmp:	590	MinMagnitude:	60.5392

Amp	Real	Quad	Magnitude	Phase	Overflow
580	-181	222	286.435	2.25481	0
581	-45	64	78.2368	2.18362	0
582	-46	54	70.9366	2.27636	0
583	-48	45	65.7951	2.38844	0
584	-50	36	61.6117	2.51757	0
585	-51	26	57.2451	2.67013	0
586	-54	18	56.921	2.81984	0
587	-55	9	55.7315	2.97939	0
588	-57	1	57.0088	3.12405	0
589	-59	-9	59.6825	-2.99022	0
590	-61	-17	63.3246	-2.8698	0
591	-63	-26	68.1542	-2.75019	0
592	-64	-36	73.4302	-2.6292	0
593	-66	-45	79.8812	-2.54317	0
594	-68	-53	86.2148	-2.47953	0
595	-70	-62	93.5094	-2.41673	0
596	-72	-70	100.419	-2.37028	0
597	-74	-80	108.977	-2.31725	0
598	-76	-88	116.276	-2.28315	0
599	-78	-97	124.471	-2.24805	0
600	-80	-106	132.801	-2.21731	0
SourceAmp:	557	MinSinkAmp:	587	MinMagnitude:	55.7315

